category,name,url,eatin_price
"フード","ピッツァ クワトロフォルマッジ","https://www.tullys.co.jp/menu/food/hotmeal/pizza_qf24.html","￥615（税込）"
"フード","ボールパークドッグ オリジナル","https://www.tullys.co.jp/menu/food/hotmeal/park_dog.html","￥410（税込）"
"フード","ボールパークドッグ アボカド","https://www.tullys.co.jp/menu/food/hotmeal/park_dog_avo.html","￥455（税込）"
"フード","クロックムッシュのホットサンド","https://www.tullys.co.jp/menu/food/hotmeal/croquemonsieur.html","￥450（税込）"
"フード","薫りとコクのカルボナーラwithパンチェッタ","https://www.tullys.co.jp/menu/food/pasta/25_carbowithpancetta_pasta.html","￥980（税込）"
"フード","旬かぶの彩りジェノベーゼ","https://www.tullys.co.jp/menu/food/pasta/25_turnip_geno_pasta.html","￥930（税込）"
"フード","九州産ゆず香る たらこパスタ","https://www.tullys.co.jp/menu/food/pasta/25cod_roe_pasta_wy.html","￥930（税込）"
"フード","ゴロっと茄子とベーコンの完熟トマトパスタ","https://www.tullys.co.jp/menu/food/pasta/25tomato_pasta_eb.html","￥930（税込）"
"フード","バターフィナンシェ","https://www.tullys.co.jp/menu/food/packagedsnacks/butter_financier.html","￥280（税込）"
"フード","さつまいもチップス 塩バター仕立て","https://www.tullys.co.jp/menu/food/packagedsnacks/25_satsu_chips.html","￥300（税込）"
"フード","ソフトクッキー プラリネ＆ダブルアーモンド","https://www.tullys.co.jp/menu/food/packagedsnacks/25_cookie_pra_w.html","￥250（税込）"
"フード","ソフトクッキー バニラ＆チョコレートチャンク","https://www.tullys.co.jp/menu/food/packagedsnacks/25_cookie_va_cho.html","￥250（税込）"
"フード","タリーズレーズンサンド","https://www.tullys.co.jp/menu/food/packagedsnacks/raisin_cream_sandwich.html","￥270（税込）"
"フード","鳴門金時のスイートポテト","https://www.tullys.co.jp/menu/food/packagedsnacks/sweet_pota.html","￥260（税込）"
"フード","バウムクーヘン","https://www.tullys.co.jp/menu/food/packagedsnacks/baum.html","￥280（税込）"
"スイーツ","ザッハトルテ","https://www.tullys.co.jp/menu/sweets/26_sachertorte.html","￥560（税込）"
"スイーツ","ストロベリー＆チーズムースパイ","https://www.tullys.co.jp/menu/sweets/strawberry_cheese_mp.html","￥560（税込）"
"スイーツ","クラシックチョコレートケーキ","https://www.tullys.co.jp/menu/sweets/chocolate_cake.html","￥520（税込）"
"スイーツ","ニューヨークチーズケーキ","https://www.tullys.co.jp/menu/sweets/ny_cheese.html","￥520（税込）"
"スイーツ","メープルとバターの米粉パンケーキ","https://www.tullys.co.jp/menu/sweets/riceflour_pancake_mb.html","￥750（税込）"
"スイーツ","フローズンカップアサイーヨーグルトテイスト","https://www.tullys.co.jp/menu/sweets/25_acai_yogurt.html","￥765（税込）"
"Tʼsアイス","T's ストロベリーミルク","https://www.tullys.co.jp/menu/ice/stb23.html","￥300（税込）"
"Tʼsアイス","T's バニラ","https://www.tullys.co.jp/menu/ice/van.html","￥300（税込）"
"Tʼsアイス","T's 宇治抹茶","https://www.tullys.co.jp/menu/ice/gtea.html","￥300（税込）"
"Tʼsアイス","T's カフェクラシコ","https://www.tullys.co.jp/menu/ice/cafe_classico.html","￥300（税込）"
"Tʼsアイス","T's トリプルチョコレート","https://www.tullys.co.jp/menu/ice/tch.html","￥300（税込）"
"セット","ザッハトルテ セット","https://www.tullys.co.jp/menu/set/sweetsplate/26_sachertorte_set.html","￥930（税込）"
"セット","ストロベリー＆チーズムースパイセット","https://www.tullys.co.jp/menu/set/sweetsplate/strawberry_cheese_mp_set.html","￥930～（税込）"
"セット","クラシックチョコレートケーキセット","https://www.tullys.co.jp/menu/set/sweetsplate/chocolate_cake_set.html","￥890～（税込）"
